trans_date,cc_num,merchant,category,amt,gender,city_pop,age,job,hour,is_fraud
2020-01-07,2903644394900968,merchant_115,gas_transport,222.36,M,49834,35,Manager,16,0
2019-05-09,4565487009911391,merchant_87,grocery_pos,5.69,M,726894,22,Engineer,13,0
2019-05-22,4542833254041648,merchant_10,shopping_net,232.94,F,1133,37,Analyst,1,1
2020-07-27,5021750802346136,merchant_2,misc_net,100.0,M,633,43,Teacher,0,1
2020-03-13,6540630249493007,merchant_173,personal_care,90.17,M,562665,57,Analyst,9,0
2019-06-24,3416213047715388,merchant_143,gas_transport,109.1,F,225621,26,Artist,14,0
2019-06-09,2304308475514743,merchant_171,gas_transport,147.92,M,301926,27,Artist,14,0
2020-03-05,4242858966562714,merchant_101,food_dining,17.49,M,142622,46,Clerk,19,0
2019-03-19,5639176567792102,merchant_117,shopping_net,261.02,F,273056,71,Doctor,21,0
2020-08-15,5049602535338062,merchant_145,misc_net,20.13,M,588362,23,Artist,9,0
2019-02-06,7036629150694798,merchant_144,food_dining,20.62,M,531252,36,Teacher,21,0
2020-09-13,2705331079576939,merchant_20,shopping_pos,192.48,M,48993,47,Chef,9,0
2019-07-21,7907204860860841,merchant_33,entertainment,3.32,M,584623,63,Driver,17,0
2020-09-04,8298091024884484,merchant_93,personal_care,25.17,F,688482,73,Farmer,20,0
2019-05-26,9504390240741466,merchant_143,food_dining,102.21,F,666503,72,Driver,14,0
2019-05-19,8647725274732017,merchant_6,misc_pos,22.52,M,592130,72,Lawyer,21,0
2019-04-02,8402722999627227,merchant_31,shopping_net,39.52,F,130597,40,Clerk,11,0
2020-11-07,7505191886760670,merchant_141,misc_net,140.53,F,173784,24,Artist,8,0
2019-12-30,2449414611336791,merchant_57,grocery_pos,8.94,M,287735,41,Doctor,13,0
2019-12-29,8630130430570774,merchant_169,home,87.7,M,652750,47,Engineer,12,0
2019-02-06,5328838006829476,merchant_157,kids_pets,44.47,F,39099,54,Doctor,9,0
2019-02-01,8274333761600929,merchant_118,health_fitness,19.99,F,680963,51,Analyst,12,0
2019-07-19,4437882779797577,merchant_30,food_dining,40.85,F,46023,18,Farmer,10,0
2019-05-09,2915977544258781,merchant_40,food_dining,36.63,M,485373,20,Chef,19,0
2020-08-15,8732949342936858,merchant_131,personal_care,19.01,F,124537,39,Farmer,17,0
2020-08-31,8122216645603419,merchant_23,entertainment,21.77,M,158313,55,Driver,9,0
2019-11-19,6439784206264358,merchant_151,shopping_net,25.62,F,94614,30,Analyst,20,0
2019-11-20,6590015324672614,merchant_25,misc_net,100.0,M,4589,66,Clerk,3,1
2019-10-27,3753397471666549,merchant_72,shopping_pos,2.58,F,743648,53,Clerk,19,0
2019-06-22,3951700151673440,merchant_175,shopping_net,26.7,M,290679,21,Farmer,16,0
2019-09-29,6163426703092424,merchant_71,entertainment,29.25,M,600222,43,Clerk,19,0
2019-08-25,7987419530518464,merchant_66,shopping_pos,7.01,M,248752,69,Clerk,15,0
2020-08-22,2710328885599984,merchant_162,health_fitness,36.45,M,727135,74,Nurse,15,0
2020-08-20,4906222565056488,merchant_125,health_fitness,10.54,F,292209,53,Analyst,12,0
2019-05-31,1366196904827742,merchant_24,misc_net,27.23,M,186681,72,Clerk,18,0
2020-06-06,5080806109769470,merchant_73,grocery_pos,77.45,F,64343,56,Artist,8,0
2019-06-08,8647855080361248,merchant_105,grocery_pos,51.3,M,286491,72,Chef,15,0
2020-11-20,3630081486237010,merchant_31,kids_pets,82.44,M,644818,69,Nurse,17,0
2020-08-10,6012563538172907,merchant_189,grocery_pos,24.95,F,690502,25,Chef,15,0
2020-12-30,9628078043387651,merchant_189,entertainment,88.98,F,442289,25,Artist,8,0
2019-11-21,6719687980634308,merchant_72,home,32.56,M,395328,51,Doctor,21,0
2020-04-29,7697088572712107,merchant_124,shopping_net,99.62,F,260976,71,Chef,20,0
2020-12-04,9675460557005663,merchant_163,health_fitness,8.49,M,404741,31,Teacher,21,0
2020-02-13,7280089762941244,merchant_109,grocery_pos,36.37,M,697625,62,Engineer,20,0
2020-01-02,8907212869039101,merchant_24,health_fitness,33.55,M,587493,47,Driver,17,0
2019-02-08,9237198696377750,merchant_38,grocery_pos,246.1,F,605139,73,Manager,11,0
2019-08-23,1283668058841510,merchant_9,grocery_pos,82.5,M,252667,61,Artist,8,0
2019-04-20,9702980929226595,merchant_9,grocery_pos,169.59,M,305132,52,Teacher,19,0
2020-04-23,7949537862067481,merchant_164,personal_care,17.39,M,325930,61,Artist,21,0
2020-11-02,9381287352342611,merchant_56,food_dining,11.32,F,18023,37,Farmer,8,0
2020-12-08,8006882325733230,merchant_28,grocery_pos,82.47,M,108126,46,Teacher,21,0
2019-07-20,1493040563759547,merchant_56,gas_transport,21.03,F,653015,22,Engineer,14,0
2020-10-19,7046705008295935,merchant_42,food_dining,68.66,M,105281,48,Farmer,17,0
2019-11-17,4111072754508048,merchant_171,gas_transport,49.5,F,82210,27,Engineer,11,0
2019-08-21,7380204565123274,merchant_85,home,8.41,M,74821,53,Clerk,13,0
2020-04-25,8955127665030575,merchant_15,home,34.76,F,463279,48,Analyst,15,0
2020-11-12,1822981576969569,merchant_27,misc_net,120.43,M,16458,71,Artist,3,1
2020-11-12,5808130766396391,merchant_136,food_dining,55.1,F,47038,32,Manager,8,0
2019-03-08,7204204626772924,merchant_103,shopping_net,24.86,M,305083,66,Doctor,17,0
2020-06-12,6802692389093217,merchant_11,food_dining,77.28,F,591412,55,Artist,21,0
2019-10-05,5459766147611030,merchant_9,shopping_net,45.39,F,299742,48,Chef,16,0
2019-08-21,7158567197704955,merchant_72,grocery_pos,138.89,F,138920,71,Driver,21,0
2019-12-01,2627314783992157,merchant_118,grocery_pos,28.28,M,589387,51,Lawyer,13,0
2020-09-24,3322947025410733,merchant_47,grocery_pos,12.24,F,75842,28,Lawyer,10,0
2020-01-03,4059139626937599,merchant_19,shopping_net,20.62,M,557255,44,Manager,20,0
2020-08-28,5319257133962302,merchant_106,entertainment,6.5,M,207188,45,Nurse,8,0
2020-10-25,1675741045576170,merchant_137,shopping_pos,54.07,F,314447,18,Clerk,9,0
2019-09-23,9220684877881956,merchant_29,shopping_pos,78.94,M,716360,46,Clerk,8,0
2019-03-11,3148442066564003,merchant_26,food_dining,107.92,F,676858,48,Chef,21,0
2020-07-27,2318568309873130,merchant_3,shopping_pos,13.75,M,71436,29,Manager,9,0
2019-10-29,6709762797162081,merchant_193,kids_pets,13.46,M,350016,46,Chef,10,0
2020-10-30,7821231899236400,merchant_52,shopping_pos,25.56,M,141852,37,Lawyer,12,0
2020-05-29,1869931390465797,merchant_132,personal_care,240.91,M,236498,73,Clerk,12,0
2020-09-10,2014082247823695,merchant_158,grocery_pos,23.67,M,464282,45,Farmer,20,0
2019-05-15,1043658779951898,merchant_25,grocery_pos,54.31,M,380646,43,Doctor,11,0
2019-02-27,6886709931072523,merchant_154,misc_net,71.67,M,745964,24,Artist,20,0
2020-11-12,7027541197314115,merchant_183,entertainment,15.17,M,641729,36,Nurse,9,0
2020-03-28,2316140435266078,merchant_180,personal_care,19.65,F,355955,18,Chef,17,0
2020-07-22,1485661307667135,merchant_164,grocery_pos,113.99,F,752733,25,Clerk,13,0
2020-03-21,3623297477572156,merchant_58,entertainment,34.11,M,73552,56,Analyst,10,0
2019-01-10,7937503116868810,merchant_129,misc_pos,63.17,F,266500,54,Analyst,17,0
2020-02-12,5529751446620457,merchant_32,grocery_pos,50.61,F,93600,63,Farmer,16,0
2020-12-29,5072678641746176,merchant_114,shopping_net,38.84,M,753523,26,Analyst,20,0
2020-07-06,6113698971474858,merchant_129,gas_transport,18.58,M,536639,61,Farmer,19,0
2020-12-27,6682102332048579,merchant_67,food_dining,236.79,M,509867,49,Doctor,13,0
2020-02-05,7560837789717843,merchant_71,shopping_net,28.74,M,264556,44,Clerk,17,0
2020-07-17,2416312718589458,merchant_29,misc_net,171.94,F,22390,68,Driver,0,1
2019-05-29,1180580264077769,merchant_87,misc_net,149.93,F,796938,46,Driver,21,0
2020-01-25,6889698161614571,merchant_178,travel,45.01,M,183643,21,Clerk,12,0
2020-01-03,7013689595546646,merchant_187,health_fitness,30.32,M,232158,40,Analyst,19,0
2020-08-05,8476812379919203,merchant_62,entertainment,10.67,F,414376,33,Farmer,14,0
2020-02-16,3625710524817547,merchant_68,entertainment,38.3,M,399884,56,Engineer,11,0
2020-02-05,9901511607900899,merchant_132,misc_net,62.79,M,744131,38,Engineer,8,0
2019-12-16,8022439996332722,merchant_68,misc_net,40.67,M,203057,44,Nurse,13,0
2020-04-28,8816589797507772,merchant_114,misc_net,77.88,M,61320,52,Engineer,14,0
2019-12-28,4470841000504976,merchant_83,entertainment,60.12,F,325587,65,Artist,20,0
2020-10-02,8261872765265137,merchant_97,gas_transport,90.05,F,721633,69,Driver,15,0
2020-03-29,8451432553767098,merchant_132,shopping_net,4.14,M,637441,32,Chef,15,0
2020-12-19,3526193235180682,merchant_79,grocery_pos,32.89,M,165267,41,Manager,18,0
2019-09-14,6385717339892526,merchant_125,shopping_net,24.45,M,154341,36,Manager,9,0
2019-10-06,6839964602391731,merchant_165,food_dining,19.23,M,131297,31,Nurse,8,0
2019-10-21,8522690016780244,merchant_59,entertainment,129.78,F,592913,38,Engineer,18,0
2019-07-12,7010667178030998,merchant_8,grocery_pos,32.87,F,387153,60,Analyst,20,0
2020-02-04,1621990702734456,merchant_15,travel,68.13,M,619122,71,Driver,9,0
2020-07-05,1287387082700719,merchant_29,food_dining,18.86,F,670135,24,Lawyer,17,0
2019-06-15,1658528002273810,merchant_51,entertainment,115.01,F,643034,50,Artist,11,0
2019-09-03,6228460027244860,merchant_188,personal_care,16.12,F,139126,37,Clerk,20,0
2020-06-22,8230534401866022,merchant_106,shopping_pos,38.43,F,217729,71,Teacher,14,0
2020-07-18,4761501661418034,merchant_161,entertainment,145.7,M,541507,33,Lawyer,8,0
2019-11-06,3073796368794111,merchant_75,personal_care,51.79,M,455002,18,Teacher,13,0
2020-08-29,9884201655390369,merchant_91,misc_pos,792.51,F,563356,34,Artist,13,0
2020-04-04,2451659837721095,merchant_87,grocery_pos,24.31,F,587750,52,Nurse,10,0
2019-02-11,1567544514139578,merchant_147,grocery_pos,62.68,F,342085,43,Lawyer,16,0
2019-07-14,1100671560185426,merchant_56,misc_pos,37.58,F,563575,73,Manager,15,0
2020-09-20,4661839344042913,merchant_150,grocery_pos,33.77,F,331320,27,Analyst,8,0
2019-03-15,6832228944925678,merchant_60,grocery_pos,152.5,F,11025,72,Engineer,18,0
2020-09-09,4094008663029517,merchant_101,entertainment,37.49,F,277964,51,Engineer,16,0
2019-10-24,8789969525545175,merchant_49,food_dining,16.12,F,379892,23,Lawyer,14,0
2019-09-10,8577130069605139,merchant_86,entertainment,25.49,M,375789,71,Clerk,19,0
2020-04-09,9368602410457297,merchant_108,entertainment,78.1,F,793588,72,Doctor,10,0
2019-03-18,2009652238081873,merchant_167,entertainment,37.9,F,268119,31,Clerk,13,0
2019-11-09,3436428845727576,merchant_3,shopping_pos,103.28,F,427371,71,Lawyer,17,0
2019-01-28,2099215586619644,merchant_155,gas_transport,8.9,F,338127,49,Lawyer,12,0
2020-03-10,1443041109917094,merchant_199,misc_net,111.91,F,95017,59,Teacher,18,0
2020-10-20,8968801121075532,merchant_176,grocery_pos,77.52,M,107790,29,Artist,17,0
2019-07-13,4420006141092965,merchant_187,personal_care,228.73,F,73707,46,Chef,10,0
2019-12-30,4065298995105460,merchant_110,grocery_pos,106.46,F,764287,59,Analyst,19,0
2020-11-10,1459393233623143,merchant_71,gas_transport,16.62,M,499605,70,Clerk,18,0
2020-11-05,2550514038496534,merchant_44,gas_transport,267.31,F,502078,38,Clerk,11,0
2019-01-11,7104047377591227,merchant_19,shopping_net,1455.64,M,36827,22,Chef,3,1
2020-03-31,4595603331754774,merchant_59,shopping_pos,19.33,M,795153,60,Driver,19,0
2020-06-24,3688100854969629,merchant_130,grocery_pos,48.82,M,318975,28,Manager,10,0
2020-04-15,5494330837262175,merchant_45,shopping_pos,13.98,F,428566,46,Teacher,9,0
2019-12-05,8463055294317014,merchant_135,grocery_pos,299.2,F,374204,23,Chef,11,0
2020-06-21,8439424848331249,merchant_100,misc_net,23.17,F,533287,46,Farmer,14,0
2020-04-26,5407142470636265,merchant_106,grocery_pos,19.29,M,263119,56,Manager,15,0
2020-04-30,8519454213994572,merchant_195,grocery_pos,23.74,F,138547,20,Manager,10,0
2020-02-18,6312506519001588,merchant_35,grocery_pos,7.82,F,249181,47,Artist,13,0
2019-09-12,7635653885186626,merchant_167,gas_transport,94.84,M,346337,69,Teacher,17,0
2019-12-10,7680036937241162,merchant_12,misc_pos,39.1,M,496078,41,Manager,16,0
2019-02-27,4157008179417389,merchant_106,home,142.94,F,665249,60,Analyst,8,0
2019-01-23,1446746383466673,merchant_16,travel,456.0,M,29417,71,Teacher,2,1
2019-08-07,4464150241237069,merchant_133,entertainment,4.94,F,326442,57,Teacher,12,0
2020-12-29,5282543253292375,merchant_23,travel,100.0,F,14126,47,Artist,2,1
2020-04-09,1974460694990760,merchant_119,shopping_pos,37.58,M,578339,64,Clerk,12,0
2020-07-12,5615336365617671,merchant_50,grocery_pos,32.8,M,192117,26,Artist,15,0
2019-02-14,4462571847337304,merchant_15,gas_transport,68.64,M,564197,70,Artist,13,0
2020-12-25,8087247035385987,merchant_138,travel,132.58,M,668675,44,Lawyer,20,0
2020-07-05,1413789923816696,merchant_73,gas_transport,4.45,M,723964,64,Farmer,15,0
2019-08-22,2116372209601906,merchant_53,shopping_net,5.63,F,149174,44,Manager,8,0
2019-09-16,3455326800137919,merchant_160,grocery_pos,3.87,M,274290,66,Driver,17,0
2020-02-01,1249462499372998,merchant_6,shopping_net,223.16,M,11090,21,Teacher,23,1
2019-07-26,9956919402566001,merchant_143,shopping_net,24.78,M,537331,44,Manager,17,0
2019-10-18,8454103896560418,merchant_122,gas_transport,31.21,F,455859,73,Driver,11,0
2019-04-13,2789926929511241,merchant_96,grocery_pos,64.54,M,758661,63,Manager,14,0
2020-05-22,8171054758746260,merchant_87,home,65.89,M,586080,62,Engineer,16,0
2020-10-22,8682877917631499,merchant_41,food_dining,39.57,M,218148,27,Engineer,10,0
2020-12-07,3526087345823815,merchant_129,shopping_net,75.09,M,72502,23,Analyst,15,0
2019-05-29,6939769643999028,merchant_33,misc_net,93.09,F,175131,28,Farmer,16,0
2019-07-22,2318266062770827,merchant_200,shopping_pos,100.37,M,457112,53,Driver,10,0
2019-12-30,8160168941754584,merchant_30,travel,54.54,F,353795,35,Chef,10,0
2019-03-31,1569118304956830,merchant_67,shopping_net,17.77,M,465030,58,Manager,20,0
2019-12-13,7091241785564533,merchant_163,grocery_pos,7.54,M,443619,28,Engineer,8,0
2019-01-18,2372807775275876,merchant_141,travel,15.63,M,87280,35,Driver,8,0
2020-02-21,7819360449372239,merchant_113,shopping_net,34.24,M,669978,66,Farmer,17,0
2019-08-22,8024606225432821,merchant_39,misc_net,6.11,F,252309,67,Manager,16,0
2020-12-15,5174739920007653,merchant_26,misc_net,100.0,M,8544,34,Lawyer,23,1
2020-10-02,1411700375747101,merchant_17,grocery_pos,32.52,M,315064,53,Nurse,17,0
2019-12-13,4954111160234387,merchant_64,gas_transport,75.57,F,11393,23,Clerk,15,0
2020-03-30,2289376078931765,merchant_41,grocery_pos,46.25,F,229824,67,Engineer,14,0
2020-05-27,4227944780710820,merchant_196,health_fitness,21.39,F,550938,39,Clerk,10,0
2020-08-07,5925003518737180,merchant_11,food_dining,62.91,F,445848,63,Teacher,21,0
2020-08-28,1720090629934372,merchant_120,food_dining,2.4,M,29517,62,Nurse,16,0
2020-05-26,1148578379380186,merchant_14,shopping_net,31.24,M,208046,60,Artist,18,0
2019-08-31,7752095155717718,merchant_176,grocery_pos,7.61,M,774513,59,Doctor,15,0
2020-10-11,8004709069771364,merchant_143,misc_pos,21.97,M,364366,61,Farmer,15,0
2019-06-12,2531061137525345,merchant_137,grocery_pos,256.0,F,45709,20,Chef,15,0
2019-09-03,5364797303043467,merchant_121,food_dining,8.26,F,543682,28,Artist,14,0
2019-08-14,4976688715199964,merchant_5,entertainment,9.86,M,473095,41,Clerk,8,0
2020-09-20,7155108031196360,merchant_54,grocery_pos,8.25,M,387845,20,Chef,11,0
2019-08-26,5660512441854826,merchant_52,shopping_pos,74.55,F,150530,32,Farmer,14,0
2020-08-22,6301476217156400,merchant_179,gas_transport,255.76,M,509492,29,Doctor,10,0
2019-06-26,4112155223916882,merchant_97,food_dining,23.59,M,705773,61,Doctor,15,0
2020-12-03,8172679132245059,merchant_35,gas_transport,65.72,M,63557,45,Engineer,20,0
2020-09-19,3829371073270156,merchant_130,gas_transport,124.04,M,748477,54,Teacher,12,0
2019-05-10,6266330637368346,merchant_23,grocery_pos,11.55,M,732489,18,Artist,8,0
2019-08-28,6838883251013808,merchant_28,health_fitness,20.18,M,623449,24,Chef,19,0
2020-03-09,5293967472878774,merchant_6,grocery_pos,64.92,M,786373,49,Doctor,8,0
2019-04-04,5617743497348020,merchant_46,grocery_pos,63.77,M,112512,18,Clerk,10,0
2019-03-14,7235199679522759,merchant_119,grocery_pos,6.91,M,475442,21,Manager,16,0
2020-02-21,2247152954750501,merchant_58,misc_pos,29.87,F,110469,52,Chef,18,0
2019-03-27,8372041764987485,merchant_97,personal_care,22.01,F,248206,71,Artist,11,0
2020-11-02,8485219815306147,merchant_148,misc_net,39.84,M,116095,36,Lawyer,11,0
2019-08-01,3351588477929667,merchant_185,misc_pos,14.71,M,276894,62,Clerk,15,0
2020-10-25,7778235514819826,merchant_92,shopping_pos,16.87,F,625839,34,Teacher,12,0
2020-06-12,8516459777111082,merchant_149,gas_transport,455.14,F,767172,53,Farmer,15,0
2020-02-03,7269325276777417,merchant_19,misc_pos,8.48,M,207781,62,Analyst,11,0
2020-12-21,3978896330769950,merchant_124,grocery_pos,31.91,M,355460,73,Artist,20,0
2020-09-28,2378941280358913,merchant_76,grocery_pos,70.17,M,49585,36,Doctor,8,0
2020-11-13,8749011150624192,merchant_20,shopping_net,10.62,M,674463,29,Artist,17,0
2020-10-08,7716070618308828,merchant_39,gas_transport,19.04,F,233257,70,Doctor,11,0
2020-01-29,5314841518211263,merchant_2,travel,30.74,F,602220,33,Analyst,8,0
2020-08-07,3599599165936380,merchant_101,home,12.23,F,452307,73,Analyst,17,0
2020-04-30,7803577861618911,merchant_38,grocery_pos,96.05,F,626888,72,Engineer,11,0
2019-10-28,2056678962121430,merchant_127,health_fitness,426.4,M,771860,21,Teacher,17,0
2020-12-04,7151595270876990,merchant_105,kids_pets,69.61,M,459429,41,Analyst,12,0
2019-04-28,8870985109021682,merchant_81,grocery_pos,532.44,F,695401,74,Artist,19,0
2019-07-16,2270909922300126,merchant_180,gas_transport,51.04,F,57360,69,Teacher,15,0
2019-01-02,8272200810476378,merchant_53,health_fitness,4.18,F,273196,63,Lawyer,21,0
2020-09-27,6304621287454700,merchant_91,shopping_net,5.04,F,516542,49,Artist,13,0
2019-08-13,4025325799599857,merchant_24,grocery_pos,3.15,M,100852,44,Farmer,12,0
2019-10-19,6550988072661193,merchant_23,travel,100.0,F,39636,49,Lawyer,2,1
2020-05-12,9877761343056270,merchant_185,gas_transport,82.37,M,774766,39,Teacher,17,0
2019-08-15,6689355113867043,merchant_71,gas_transport,95.15,F,638637,47,Teacher,11,0
2019-04-03,5587735190080322,merchant_199,shopping_pos,65.88,M,678175,44,Manager,9,0
2020-09-20,2795036288397967,merchant_123,misc_pos,24.82,M,243950,18,Farmer,10,0
2020-07-07,4137585997431656,merchant_107,grocery_pos,2.36,F,558600,54,Teacher,13,0
2020-05-02,6055695428701302,merchant_77,grocery_pos,24.32,F,226900,48,Farmer,21,0
2019-04-25,2731917507868322,merchant_85,entertainment,21.28,F,618542,57,Engineer,19,0
2019-05-11,8795440829789586,merchant_43,entertainment,35.51,F,758477,53,Teacher,8,0
2020-11-28,9193969619980892,merchant_177,shopping_pos,32.79,F,790025,69,Driver,16,0
2019-04-24,3108398440404394,merchant_21,misc_net,88.81,F,754670,53,Lawyer,17,0
2019-08-08,2738157640581023,merchant_147,personal_care,40.51,M,315554,60,Doctor,17,0
2020-05-23,5726910371404250,merchant_153,grocery_pos,87.34,F,390996,27,Chef,20,0
2019-12-06,2430484715998168,merchant_193,grocery_pos,62.83,F,278150,59,Chef,11,0
2020-08-09,5610805783041099,merchant_28,travel,328.54,F,37639,46,Engineer,23,1
2020-06-18,9739522223858848,merchant_137,misc_net,2.95,M,522795,68,Clerk,20,0
2019-03-27,7829840384095070,merchant_162,home,5.88,M,419318,67,Teacher,20,0
2019-03-18,6722205424698983,merchant_12,food_dining,19.03,F,364854,42,Doctor,18,0
2020-04-23,6557330202623780,merchant_138,shopping_net,46.33,M,651878,62,Farmer,13,0
2019-06-16,6434077001014460,merchant_35,shopping_net,67.67,F,98185,22,Engineer,12,0
2019-05-28,7310359461196681,merchant_115,grocery_pos,860.41,M,440230,54,Lawyer,21,0
2020-10-10,1384857712905840,merchant_165,shopping_net,44.94,F,108584,22,Nurse,9,0
2020-07-22,8129858742519307,merchant_178,grocery_pos,8.52,M,267510,74,Lawyer,13,0
2019-06-16,7608529545687677,merchant_50,personal_care,230.94,F,325409,29,Artist,18,0
2019-10-19,4427755820074406,merchant_161,food_dining,38.13,F,737283,30,Doctor,21,0
2020-12-30,5820259448527205,merchant_63,food_dining,11.59,F,197063,46,Artist,13,0
2020-01-15,5803416532071398,merchant_27,entertainment,11.86,M,513823,20,Chef,15,0
2019-03-17,7698899255761563,merchant_149,gas_transport,22.85,F,689369,55,Doctor,17,0
2019-08-21,1450516496400770,merchant_200,personal_care,48.8,M,466045,63,Doctor,13,0
2019-10-02,8428192642278807,merchant_113,health_fitness,39.8,F,536914,37,Doctor,12,0
2019-07-30,6739832280882056,merchant_182,misc_pos,51.21,F,23609,22,Clerk,10,0
2019-04-18,6763050625494235,merchant_161,grocery_pos,1038.53,M,54659,46,Nurse,15,0
2019-01-28,1441966664243330,merchant_67,health_fitness,17.69,M,693901,66,Driver,11,0
2020-03-21,7288574490448624,merchant_58,food_dining,10.26,M,563603,26,Chef,12,0
2020-04-27,5472490814779944,merchant_200,home,29.56,M,787483,70,Manager,9,0
2019-08-03,9858970345907076,merchant_19,kids_pets,27.49,M,443963,73,Artist,17,0
2020-12-09,2769155296465423,merchant_86,health_fitness,102.05,F,31281,26,Chef,18,0
2019-01-28,2449781200754131,merchant_61,food_dining,55.01,F,240616,21,Nurse,12,0
2020-04-13,2761549592074305,merchant_134,shopping_pos,12.87,F,162329,40,Doctor,8,0
2019-02-02,8925521382304549,merchant_168,entertainment,140.8,F,182971,27,Chef,8,0
2020-06-23,5980828313797830,merchant_57,food_dining,392.12,F,627772,26,Chef,18,0
2019-04-29,9711767644000677,merchant_38,shopping_pos,42.05,M,86461,46,Lawyer,18,0
2019-09-27,3235259343071750,merchant_164,gas_transport,12.6,M,31214,19,Chef,20,0
2020-04-19,9792612857550270,merchant_32,personal_care,21.16,F,383114,42,Engineer,21,0
2019-04-01,2907662957821147,merchant_28,entertainment,274.88,M,60615,26,Lawyer,17,0
2020-03-25,8886515130359172,merchant_98,food_dining,33.94,F,474634,55,Manager,13,0
2020-09-23,5374546086209869,merchant_95,grocery_pos,10.21,M,117219,45,Doctor,20,0
2019-05-26,4400351532074802,merchant_127,shopping_pos,21.68,F,179544,18,Manager,19,0
2020-03-24,6680917574564895,merchant_6,food_dining,65.65,M,741902,38,Teacher,21,0
2020-11-17,6867809728824057,merchant_6,gas_transport,186.7,F,384139,65,Chef,16,0
2020-01-15,3230730492521846,merchant_144,health_fitness,33.03,F,289805,18,Driver,12,0
2019-06-03,3812067860840195,merchant_126,entertainment,6.41,M,298191,69,Lawyer,8,0
2019-10-22,9616739091296513,merchant_48,personal_care,77.35,F,659047,42,Teacher,8,0
2019-04-01,4289337718729099,merchant_22,travel,303.33,M,19142,38,Driver,2,1
2020-10-29,1947953461628087,merchant_29,health_fitness,33.54,M,37735,64,Driver,12,0
2019-08-31,4061984831266210,merchant_188,health_fitness,50.11,F,768814,40,Doctor,14,0
2019-12-27,7385031947149842,merchant_56,shopping_net,11.39,M,239241,59,Doctor,9,0
2019-07-30,2916823312949700,merchant_8,shopping_pos,28.41,M,652064,28,Teacher,19,0
2019-07-25,5036724423095081,merchant_195,gas_transport,117.04,M,76028,71,Driver,21,0
2019-09-25,3715762341859425,merchant_22,grocery_pos,53.96,M,502639,45,Lawyer,10,0
2019-01-19,6361910803856001,merchant_104,travel,43.16,F,592519,27,Engineer,9,0
2020-06-20,4426565671961687,merchant_62,gas_transport,5.54,M,535990,25,Chef,19,0
2020-01-15,8853426050305577,merchant_14,travel,53.26,F,66992,60,Manager,14,0
2020-08-14,5701621316908500,merchant_162,food_dining,57.19,M,752308,64,Farmer,13,0
2019-12-28,1260504275653348,merchant_12,shopping_net,100.0,M,33240,33,Driver,22,1
2020-09-04,5876616954749193,merchant_79,grocery_pos,245.25,M,83372,57,Engineer,21,0
2019-06-01,4052569794169147,merchant_111,gas_transport,37.57,M,588122,45,Chef,9,0
2019-08-04,9445367359711448,merchant_113,grocery_pos,79.42,M,713398,43,Nurse,12,0
2019-04-17,8077482312407688,merchant_88,grocery_pos,1.38,M,240121,27,Nurse,17,0
2020-08-18,1811735639819216,merchant_12,shopping_net,10.16,F,495560,45,Analyst,21,0
2020-04-21,5149852340791902,merchant_200,health_fitness,66.09,F,573026,61,Teacher,14,0
2019-08-07,9400544281338220,merchant_185,food_dining,28.01,M,400803,32,Analyst,19,0
2020-06-16,9435244008616346,merchant_8,grocery_pos,147.43,F,436814,73,Clerk,11,0
2019-12-03,5410602806581924,merchant_189,misc_pos,34.77,M,769628,70,Lawyer,20,0
2019-12-28,6428043865114412,merchant_136,grocery_pos,62.46,F,77112,46,Manager,21,0
2019-10-30,7763276029105960,merchant_62,shopping_pos,261.64,F,267482,68,Clerk,13,0
2020-03-20,3679015616578155,merchant_173,shopping_net,19.36,M,71092,63,Clerk,18,0
2020-05-28,6535784674617208,merchant_133,gas_transport,153.8,F,704358,38,Nurse,15,0
2020-08-28,7039158425557118,merchant_101,gas_transport,70.17,M,542251,25,Chef,11,0
2019-03-18,5526584836831159,merchant_157,grocery_pos,76.38,M,17633,68,Chef,16,0
2020-11-25,8472312486566039,merchant_139,misc_net,35.77,F,753040,19,Farmer,10,0
2020-05-18,2782102187316734,merchant_135,food_dining,11.46,F,630476,32,Manager,10,0
2019-04-10,5172377648849116,merchant_55,grocery_pos,4.94,F,561734,42,Chef,10,0
2020-11-19,9858996648474172,merchant_16,personal_care,56.54,M,152380,54,Doctor,10,0
2019-03-01,7446579979473246,merchant_18,grocery_pos,18.45,F,385111,66,Doctor,19,0
2020-08-07,6219768412458463,merchant_146,misc_pos,10.4,M,480101,18,Artist,15,0
2019-05-21,4506671476868094,merchant_92,entertainment,212.14,F,530680,28,Nurse,19,0
2019-02-26,8357208188246481,merchant_13,food_dining,111.93,F,135275,54,Analyst,20,0
2020-12-18,2928645027201002,merchant_60,shopping_net,2.79,M,431081,66,Analyst,8,0
2019-11-16,8847567724297386,merchant_141,misc_pos,15.15,M,504440,23,Driver,13,0
2019-11-12,6350743927102118,merchant_145,shopping_net,23.69,F,447248,38,Artist,18,0
2019-12-17,1253118102705597,merchant_87,grocery_pos,25.19,M,798015,27,Manager,18,0
2020-02-01,5534755173414351,merchant_79,misc_pos,8.81,M,746194,18,Clerk,14,0
2020-07-01,5158405592441616,merchant_37,food_dining,52.23,F,612544,46,Engineer,17,0
2020-05-06,3088042600246768,merchant_143,health_fitness,34.35,F,720812,72,Driver,16,0
2019-12-14,9591094223877318,merchant_131,entertainment,29.97,F,20102,65,Doctor,19,0
